Dấu thời gian,Giới tính,Năm học hiện tại,Kinh nghiệm sử dụng công cụ số trong học tập ,Trường của bạn nằm ở vùng nào,Tôi hiểu rõ khái niệm và tầm quan trọng của chuyển đổi số trong học tập ngành ngôn ngữ.,Tôi nhận thấy chuyển đổi số mang lại nhiều lợi ích cho người học.,Tôi thấy rất dễ dàng để thực hiện chuyển đổi số trong học tập chuyên ngành của mình.,Nhà trường có chính sách rõ ràng để khuyến khích và thúc đẩy sinh viên thực hiện chuyển đổi số trong học tập,Nhà trường cung cấp đầy đủ tài liệu và chương trình đào tạo liên quan đến chuyển đổi số.,"Tôi có cơ hội tham gia các khóa học, các hội thảo về thực hiện chuyển đổi số trong học tập do trường tổ chức.",Giảng viên của tôi khi lên lớp có lồng ghép kiến thức về chuyển đổi số vào bài giảng.,"Giảng viên, bạn bè khuyến khích tôi ứng dụng công nghệ vào các hoạt động học tập.","Tôi có đủ thiết bị (máy tính, Internet…) và công cụ để ứng dụng công nghệ số trong học tập và công việc","Tôi được tiếp cận nền tảng, công cụ học trực tuyến (LMS, MOOCs, v.v.)",Tôi có thể sử dụng thành thạo các công cụ số  để ứng dụng trong học tập chuyên ngành của mình.,Tôi dễ dàng tiếp cận các công cụ số hỗ trợ cho công việc học tập.,Tôi sẵn sàng sử dụng công nghệ một cách thường xuyên trong học tập để thích ứng với chuyển đổi số.,Tôi thường xuyên cập nhật thông tin về xu hướng chuyển đổi số trong chuyên ngành của mình.,Tôi sẵn sàng học thêm kỹ năng số để nâng cao chất lượng học tập.,Tôi ủng hộ việc thực hiện chuyển đổi số trong dạy và học chuyên ngành ngôn ngữ.,Tôi sẵn sàng giới thiệu các công cụ số ứng dụng trong học tập cho các bạn học khác.,Tôi sẵn sàng chia sẻ kỹ năng số của mình cho các bạn học.
4/10/2025 13:02:26,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 13:02:29,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,4,4,4,3,4,4,5,5,4,4,4,3,5,5,4,4
4/10/2025 13:02:45,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
4/10/2025 13:02:51,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,3,3,3,3,3,4,4,4,2,3,3,4,4,4,4,3,3
4/10/2025 13:03:01,Nữ,Năm thứ ba,1 - 3 năm,Miền Trung,5,5,3,3,2,2,3,3,3,2,3,3,3,3,4,3,3,4
4/10/2025 13:03:10,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4
4/10/2025 13:03:15,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,4,3,2,4,4,4,3,3,3,4,2,5,5,3,4
4/10/2025 13:03:30,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,4,3,3,2,3,3,4,5,5,4,4,3,3,4,4,5,5
4/10/2025 13:03:37,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,3,2,4,3,2,5,2,4,4,3,3,3,2,3,4,2,2
4/10/2025 13:03:38,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,4,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5
4/10/2025 13:03:55,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,4,3,4,4,4,4,4,4,3,3,4,5,4,5,5,4
4/10/2025 13:04:03,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
4/10/2025 13:04:03,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,5,3,5,5,5,5,5,3,5,3,4,5,4,5,5,5,5
4/10/2025 13:04:05,Nữ,"Năm thứ hai, Năm thứ ba",Dưới 1 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
4/10/2025 13:04:05,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,5,4,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4
4/10/2025 13:04:35,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
4/10/2025 13:04:48,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 13:05:08,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 13:05:54,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3
4/10/2025 13:06:06,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,1,1,2,3,5,4,3,3,3,4,3,4,2,2,2,3,3,4
4/10/2025 13:06:42,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,5,3,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5
4/10/2025 13:06:47,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,4,3,4,3,4,4,5,4,4,4,4,4,4,4,4,4
4/10/2025 13:11:41,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4/10/2025 13:25:45,Nam,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,5,5,4,4,3,4,4,5,3,4,5,5,4,5,4,4,4
4/10/2025 14:19:56,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,2,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4
4/10/2025 15:19:15,Nữ,Năm thứ tư,Dưới 1 năm,Miền Nam,4,5,5,4,4,3,3,4,5,4,3,3,4,4,5,5,5,5
4/10/2025 15:19:33,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5
4/10/2025 15:23:44,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,3,4,4,4,5,5,4,5,4,4,5,4,4,5,4,5,5
4/10/2025 15:35:11,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,4,3,2,5,3,3,4,5,4,4,5,4,3,5,4,4,4
4/10/2025 15:48:10,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5
4/10/2025 16:10:29,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,3,4
4/10/2025 17:05:17,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/10/2025 17:07:13,Nữ,Năm thứ hai,Dưới 1 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 18:10:09,Nam,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5
4/10/2025 19:43:40,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,4,4,4,4,4,5,3,3,5,5,3,3,2,2,5,2,4,3
4/10/2025 21:13:40,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
4/11/2025 0:33:05,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5
4/11/2025 8:05:10,Nữ,Năm thứ tư,1 - 3 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 9:02:19,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Trung,4,4,4,4,3,2,3,3,3,3,4,4,3,4,4,5,4,5
4/11/2025 13:35:26,Nam,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,3,5,5,5,5,4,4,5,3,4,3,3,3,4,4,3
4/11/2025 14:39:36,Nữ,"Năm thứ nhất, Năm thứ hai",Dưới 1 năm,Miền Bắc,2,3,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,1
4/11/2025 15:07:40,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
4/11/2025 15:08:06,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
4/11/2025 15:08:49,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,3,4,4,2,3,4,5,3,2,2,4,3,3,5,5,5
4/11/2025 15:09:13,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,3,3,3,3,3,3,5,4,3,4,5,3,5,5,5,5
4/11/2025 15:11:08,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,3,4,4,4,4,4,4,3,4,4,5,4,5,5,5,5
4/11/2025 15:13:25,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,4,3,3,2,3,4,1,3,3,3,5,4,5,5,5,5
4/11/2025 15:21:09,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,3,4,3,4,4,5,3,4,5,4,3,4,5,5,5,4,4
4/11/2025 15:23:30,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 15:25:03,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,5,3,3,4,5,4,5,5,2,2,3,4,3,5,5,5,5
4/11/2025 15:26:00,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1
4/11/2025 15:26:39,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,3,3,3,2,3,4,4,4,3,3,4,3,5,4,4,4
4/11/2025 15:32:38,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,2,1,2,2,3,2,4,2,1,1,2,1,2,2,2,2,1,1
4/11/2025 15:33:45,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,3,5,4,3,3,4,5,3,4,3,4,4,4,4,5,5
4/11/2025 15:34:30,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 15:34:31,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 15:35:05,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,4,4,3,3,3,3,2,4,5,3,4,2,4,3,5,5,5
4/11/2025 15:35:11,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,5,3,3,4,5,4,5,5,5,4,4,4,5,5,5,5
4/11/2025 15:35:26,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,3,4,3,4,3,4,4,4,3,5,4,3,4,5,5,5
4/11/2025 15:35:53,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,3,2,3,3,3,3,4,4,4,3,3,3,3,3,4,4,3,4
4/11/2025 15:36:09,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
4/11/2025 15:36:16,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,3,3,3,4,3,4,3,2,2,3,4,3,5,4,4,5
4/11/2025 15:36:22,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,5,4,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5
4/11/2025 15:37:30,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4
4/11/2025 15:37:54,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,5,5,5,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5
4/11/2025 15:44:55,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,3,3,3,2,2,3,3,4,5,4,3,4,4,3,4,4,3,4
4/11/2025 15:45:10,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,4,5,5,4,5,5,5,5,3,4,5,5,4,5,5,5
4/11/2025 15:45:36,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,5,3,3,3,3,3,4,5,5,4,4,5,4,4,4,4,4
4/11/2025 15:48:08,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,4,3,2,2,2,3,4,5,4,4,4,3,4,3,4,4
4/11/2025 15:50:29,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4
4/11/2025 15:52:47,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
4/11/2025 15:59:00,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,5,5,4,4,4,4,4,5,5,5,5,5,4,5,5,4,4
4/11/2025 15:59:47,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/11/2025 16:01:18,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/11/2025 16:01:44,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4
4/11/2025 16:05:44,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5
4/11/2025 16:09:10,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,3,3,3,4,3,4,5,5,4,4,5,4,4,4,5,5
4/11/2025 16:14:25,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,3,3,3,4,3,3,3,3,5,4,3,3,3,2,4,4,4,5
4/11/2025 16:14:43,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5
4/11/2025 17:05:46,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4
4/11/2025 17:34:50,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,4,3,4,4,4,4,5,3,4,5,5,5,5,5,5,5
4/11/2025 17:48:31,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,2,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2
4/11/2025 17:50:53,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,3,3,2,3,3,3,3,3,5,5,3,4,4,3,4,3,3,4
4/11/2025 18:11:03,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,1,3,4,2,3,3,2,1,4,5,5,4,4,3,1,1,1,2
4/11/2025 18:19:10,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,3,4,4,3,4,5,5,4,3,4,5,3,5,5,5,5
4/11/2025 18:39:02,Nam,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,4,3,3,5,5,4,5,5,4,5,5,3,5,4,5,5
4/11/2025 18:40:26,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,3,2,2,2,3,3,5,2,3,3,4,3,3,4,3,3
4/11/2025 19:15:28,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,5,5,3,4,5,5,5,4,5,5,4,5,4,4,5
4/11/2025 19:46:25,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 20:36:13,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,3,2,1,4,3,4,4,2,3,1,2,2,5,1,2,2,2,3
4/11/2025 20:44:07,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,3,4,3,4,3,4,5,5,4,4,4,5,5,4,5,5
4/11/2025 20:50:50,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,2,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3
4/11/2025 20:54:31,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 21:08:45,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 21:11:46,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/11/2025 21:15:04,Nữ,Năm thứ nhất,Dưới 1 năm,"Miền Bắc, Miền Trung",3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4
4/11/2025 21:15:22,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,5
4/11/2025 21:44:54,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,2,1,3,2,2,2,3,2,3,3,4,3,2,2,3,2,2,2
4/11/2025 21:45:13,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,3,4,4,3,4,4,5,4,4,4,5,4,5,5,5,5
4/11/2025 21:45:21,Nam,Năm thứ hai,Dưới 1 năm,Miền Bắc,2,3,3,3,3,2,3,4,4,3,3,3,2,2,2,2,2,3
4/11/2025 21:48:00,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5
4/11/2025 21:50:07,Nữ,Năm thứ hai,1 - 3 năm,"Miền Bắc, Miền Trung",3,4,4,4,5,5,4,3,4,4,4,3,3,3,3,5,5,4
4/11/2025 21:50:23,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,3,4,4
4/11/2025 21:52:19,Nữ,Năm thứ hai,Dưới 1 năm,Miền Trung,3,3,3,4,3,3,2,4,4,3,2,2,3,3,2,4,3,2
4/11/2025 21:52:49,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3
4/11/2025 21:54:47,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,4,4,3,5,4,3,5,5,4,4,4,5,5,3,5,5
4/11/2025 21:57:09,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,5,4,4,3,4,4,4,5,4,3,4,4,4,4,4,5,5
4/11/2025 21:59:34,Nữ,Năm thứ hai,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 22:00:26,Nam,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/11/2025 22:01:44,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 22:16:11,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5
4/11/2025 22:19:08,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,5,3,2,3,1,5,4,4,2,3,3,4,2,4,4,5,5
4/11/2025 22:20:37,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/11/2025 22:22:31,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/11/2025 22:25:00,Nữ,Năm thứ hai,"Dưới 1 năm, 1 - 3 năm",Miền Trung,3,3,3,4,4,3,3,3,4,2,3,3,3,3,3,3,3,3
4/11/2025 22:30:09,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 22:36:22,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,5,4,4,4,5,5,5,5,3,4,5,5,4,5,5,5,5
4/11/2025 22:51:11,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5
4/11/2025 22:51:41,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,4,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4
4/11/2025 22:52:12,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/11/2025 22:52:13,Nữ,Khác,1 - 3 năm,Miền Nam,5,5,4,3,2,2,5,5,5,4,4,4,5,5,5,5,5,5
4/11/2025 23:01:31,Nữ,Năm thứ ba,1 - 3 năm,"Miền Bắc, Miền Trung",5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
4/12/2025 10:02:51,Nam,Khác,1 - 3 năm,Miền Nam,4,5,4,4,3,4,4,5,5,5,4,5,4,5,5,5,5,5
4/12/2025 15:40:14,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/13/2025 10:15:35,Nữ,Khác,1 - 3 năm,Miền Trung,5,5,3,4,4,4,5,4,5,4,3,5,4,3,5,4,5,5
4/13/2025 10:15:42,Nữ,Khác,"Dưới 1 năm, 1 - 3 năm",Miền Trung,5,5,4,5,3,4,5,5,5,4,4,4,5,5,5,5,5,5
4/13/2025 10:17:56,Nữ,Khác,Trên 3 năm,Miền Nam,5,4,3,4,4,3,5,4,5,4,3,4,4,3,4,5,5,5
4/13/2025 10:20:42,Nam,Khác,Trên 3 năm,Miền Nam,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/13/2025 10:21:48,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,4,4,4,5,4,5,5,3,4,4,4,5,4,4,4
4/13/2025 10:27:29,Nữ,"Năm thứ hai, Khác",1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4
4/13/2025 10:28:32,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
4/13/2025 10:31:33,Nữ,Khác,1 - 3 năm,Miền Nam,4,4,3,2,4,1,3,4,5,2,3,3,3,3,4,4,4,4
4/13/2025 10:33:04,Nam,Khác,Trên 3 năm,Miền Nam,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5
4/13/2025 10:37:05,Nữ,Khác,1 - 3 năm,Miền Nam,4,4,3,2,3,1,4,4,5,2,3,3,4,3,4,4,4,4
4/13/2025 10:42:32,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,3,3,3,3,3,1,3,3,5,1,1,1,3,1,3,3,3,3
4/13/2025 10:45:58,Nam,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,4,4,1,3,5,5,2,2,2,2,2,5,5,5,5
4/13/2025 10:48:33,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,4,5,5,2,5,5,3,3,3,3,5,4,5,5,5,5
4/13/2025 10:50:22,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
4/13/2025 10:51:19,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5
4/13/2025 10:51:51,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,3,3,1,5,5,5,4,4,5,5,5,5,5,5,5
4/13/2025 10:51:59,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/13/2025 10:54:30,Nữ,Khác,1 - 3 năm,Miền Nam,4,5,5,4,2,2,3,4,5,1,3,2,3,3,3,3,4,4
4/13/2025 10:55:41,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/13/2025 10:58:28,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,4,5,5,3,5,5,5,3,4,4,5,4,5,5,5,5
4/13/2025 10:59:52,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5
4/13/2025 11:02:06,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,4,4,5,4,5,4,4,3,4,4,4,4,5,4,5
4/13/2025 11:05:28,Nữ,Khác,1 - 3 năm,Miền Nam,5,5,3,3,4,3,3,4,5,3,3,3,5,4,5,5,4,4
4/13/2025 11:26:07,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,5
4/13/2025 11:38:22,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,3,4,3,4,4,1,4,3,4,3,2,3,3,2,3,5,2,4
4/13/2025 11:39:50,Nam,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,4,4,3,3,4,5,3,4,5,5,3,5,5,5,5
4/13/2025 11:42:01,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,3,5,5,2,5,5,5,5,4,4,5,4,4,5,5,5
4/13/2025 11:46:44,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4
4/13/2025 12:01:01,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,4,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5
4/13/2025 12:08:57,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,3,4,2,2,4,5,4,4,5,4,3,5,4,4,3
4/13/2025 12:27:42,Nữ,Khác,Trên 3 năm,Miền Nam,4,5,3,2,4,2,4,4,5,2,3,5,5,5,5,5,5,5
4/13/2025 12:30:51,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,4,4,4,5,4,5,5,4,3,4,5,4,5,5,5,5
4/13/2025 12:56:18,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,3,4,3,3,4,4,4,4,4,2,3,3,4,4,4,3,4,4
4/13/2025 14:38:00,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,4,4,4,3,4,4,5,5,5,5,5,5,5,4,4,4
4/13/2025 14:50:32,Nam,Năm thứ hai,1 - 3 năm,Miền Nam,2,3,3,3,3,4,3,5,5,5,3,3,3,1,4,3,4,3
4/13/2025 16:10:51,Nữ,Năm thứ ba,1 - 3 năm,Miền Trung,3,5,5,4,4,5,4,4,4,4,4,4,5,5,4,5,5,5
4/13/2025 17:20:09,Nữ,Khác,Dưới 1 năm,Miền Nam,5,5,3,5,5,5,5,5,4,4,4,4,5,3,4,4,4,5
4/13/2025 21:36:28,Nữ,Khác,1 - 3 năm,Miền Nam,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
4/13/2025 22:43:59,Nữ,Khác,Dưới 1 năm,Miền Nam,2,3,3,3,4,2,3,3,4,2,3,4,3,3,2,3,2,3
